locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
Moti Nagar,New Delhi,2000.0,4,5,5,Furnished,80.0,160000.0
Perry Road,Mumbai,800.0,2,2,0,Semi-Furnished,200.0,160000.0
Sector 22 Dwarka,New Delhi,1650.0,3,2,3,Unfurnished,27.0,45000.0
Jangpura Extension,New Delhi,2200.0,3,3,2,Semi-Furnished,61.0,140000.0
Ramamurthy Nagar,Bangalore,450.0,1,1,0,Semi-Furnished,28.0,12500.0
Kariobanahalli,Bangalore,950.0,2,2,0,Semi-Furnished,17.0,16000.0
Bandra West,Mumbai,950.0,2,2,2,Furnished,184.0,180000.0
Panchsheel Park,New Delhi,2550.0,4,4,2,Semi-Furnished,71.0,180000.0
Mayur Vihar 1,New Delhi,1050.0,2,2,0,Unfurnished,27.0,28000.0
Matunga,Mumbai,1275.0,3,4,0,Semi-Furnished,149.0,190000.0
Sector 13 Rohini,New Delhi,1600.0,3,2,0,Semi-Furnished,22.0,36000.0
JP Nagar,Bangalore,1000.0,3,2,0,Furnished,75.0,75000.0
Defence Colony,New Delhi,2200.0,2,3,2,Unfurnished,41.0,90000.0
Wagholi,Pune,850.0,2,1,2,Unfurnished,14.0,12000.0
Malleshpalya,Bangalore,1200.0,2,2,0,Semi-Furnished,18.0,21000.0
Wagholi,Pune,1200.0,3,3,0,Unfurnished,27.0,32000.0
Hulimavu,Bangalore,1200.0,2,2,2,Semi-Furnished,11.0,13000.0
Viman Nagar Central,Pune,900.0,2,2,0,Furnished,42.0,38000.0
Manish Nagar,Nagpur,950.0,2,2,2,Unfurnished,17.0,16000.0
Wadala,Mumbai,600.0,2,2,0,Unfurnished,82.0,49000.0
Thanisandra Main Road,Bangalore,2800.0,4,5,3,Semi-Furnished,39.0,110000.0
Kharadi,Pune,1110.0,2,2,2,Furnished,34.0,38000.0
Aliganj,New Delhi,500.0,2,2,0,Semi-Furnished,32.0,16000.0
Kurla West,Mumbai,850.0,2,2,3,Semi-Furnished,35.0,30000.0
Uttarahalli Main Road,Bangalore,900.0,2,2,0,Semi-Furnished,24.0,22000.0
Yelahanka,Bangalore,2159.0,3,3,2,Unfurnished,21.0,45000.0
Bellandur-Marathahalli,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
ECC Road,Bangalore,1250.0,3,3,2,Semi-Furnished,40.0,50000.0
Handewadi Road,Pune,850.0,2,2,0,Semi-Furnished,29.0,25000.0
Andheri West,Mumbai,1200.0,3,3,0,Furnished,117.0,140000.0
B Narayanapura,Bangalore,1250.0,2,2,0,Semi-Furnished,23.0,29000.0
Sai Nagar,Nagpur,800.0,2,2,2,Unfurnished,11.0,8500.0
Wakad,Pune,900.0,2,2,2,Unfurnished,32.0,28500.0
New Sangvi,Pune,400.0,1,1,0,Unfurnished,25.0,10000.0
Safdarjung Enclave,New Delhi,3600.0,3,3,3,Unfurnished,28.0,100000.0
Hinjewadi Phase 3,Pune,800.0,2,2,0,Semi-Furnished,32.0,25500.0
Dabri,New Delhi,360.0,1,1,0,Semi-Furnished,27.77777777777778,10000.0
Magathane,Mumbai,950.0,3,3,0,Unfurnished,79.0,75000.0
Basapura,Bangalore,460.0,1,1,0,Semi-Furnished,43.0,20000.0
Kumbalgodu,Bangalore,988.0,2,2,0,Semi-Furnished,23.0,23000.0
Sarjapur Road,Bangalore,1530.0,3,3,3,Unfurnished,42.0,65000.0
Malad East,Mumbai,450.0,1,1,0,Unfurnished,56.0,25000.0
Santacruz East,Mumbai,786.0,2,2,0,Semi-Furnished,115.0,90000.0
Mianwali Nagar,New Delhi,1800.0,4,4,0,Semi-Furnished,33.0,60000.0
RT Nagar,Bangalore,650.0,1,2,0,Furnished,37.0,24000.0
Kadugodi,Bangalore,1245.0,3,2,0,Semi-Furnished,31.0,38000.0
Munirka,New Delhi,820.0,2,2,2,Unfurnished,32.0,26000.0
Budigere,Bangalore,965.0,2,2,0,Semi-Furnished,29.0,28000.0
Sangharsh Nagar,Mumbai,300.0,1,1,0,Unfurnished,37.0,11000.0
Bannerghatta Road,Bangalore,2215.0,3,3,3,Semi-Furnished,29.0,65000.0
Tri Nagar,New Delhi,600.0,1,1,0,Semi-Furnished,15.0,9000.0
Chembur,Mumbai,1100.0,3,3,0,Semi-Furnished,123.0,140000.0
Hinjewadi,Pune,1135.0,2,2,0,Unfurnished,29.0,33000.0
Bhaji Market Chandan Nagar,Pune,1000.0,1,1,0,Unfurnished,12.0,12000.0
Juhu Scheme,Mumbai,2400.0,4,5,0,Furnished,156.0,380000.0
Mayur Vihar 1,New Delhi,1500.0,3,3,2,Semi-Furnished,33.0,50000.0
Karve Nagar,Pune,750.0,2,2,0,Unfurnished,40.0,30000.0
ECC Road,Bangalore,2500.0,4,5,2,Semi-Furnished,46.0,120000.0
Ansari Nagar West,New Delhi,585.0,2,1,0,Furnished,31.0,18000.0
T Dasarahalli,Bangalore,3250.0,4,4,2,Furnished,20.0,65000.0
Sector 11 Rohini,New Delhi,750.0,2,2,2,Furnished,32.0,24000.0
Hoodi,Bangalore,1650.0,3,2,2,Unfurnished,30.0,50000.0
JP Nagar,Bangalore,750.0,2,2,2,Semi-Furnished,21.0,16000.0
Uttam Nagar,New Delhi,630.0,1,1,0,Furnished,24.0,15000.0
Khar West,Mumbai,2900.0,4,5,4,Unfurnished,131.0,380000.0
Najafgarh,New Delhi,319.0,1,1,0,Unfurnished,16.0,5000.0
Punawale,Pune,700.0,2,2,2,Semi-Furnished,31.0,22000.0
Vikhroli East,Mumbai,1350.0,4,3,0,Furnished,144.0,200000.0
Kundalahalli,Bangalore,2232.0,3,3,2,Semi-Furnished,58.0,130000.0
Malad East,Mumbai,850.0,2,2,3,Furnished,100.0,85000.0
New Rajendra Nagar,New Delhi,1500.0,3,2,0,Semi-Furnished,100.0,150000.0
Sector C Vasant Kunj,New Delhi,2450.0,4,4,3,Semi-Furnished,51.0,130000.0
Chikhali,Pune,1200.0,2,3,3,Semi-Furnished,18.0,22000.0
Pimpri Chinchwad,Pune,650.0,1,1,0,Unfurnished,19.0,12500.0
Kudlu Gate,Bangalore,1850.0,3,3,2,Semi-Furnished,38.0,70000.0
Kharadi,Pune,300.0,1,1,0,Semi-Furnished,50.0,15000.0
IP Extension,New Delhi,1050.0,2,2,0,Semi-Furnished,24.0,25000.0
Ramamurthy Nagar,Bangalore,800.0,2,2,0,Semi-Furnished,29.0,23000.0
Tilak Nagar,New Delhi,900.0,2,1,0,Semi-Furnished,18.0,16000.0
EPIP Zone,Bangalore,950.0,2,2,0,Furnished,34.0,32000.0
Kondhwa Budruk,Pune,300.0,1,1,0,Unfurnished,18.0,5500.0
Prabhadevi,Mumbai,2400.0,4,4,0,Semi-Furnished,219.0,530000.0
Nandi Hills,Bangalore,70000.0,4,5,3,Semi-Furnished,6.0,450000.0
Loni Kalbhor,Pune,864.0,2,2,0,Semi-Furnished,10.0,8500.0
Safdarjung Enclave,New Delhi,4050.0,10,6,3,Semi-Furnished,185.0,750000.0
Abbigere,Bangalore,1200.0,2,2,0,Semi-Furnished,19.0,23000.0
G Block Sahakar Nagar,Bangalore,1180.0,3,3,2,Furnished,64.0,75000.0
Electronic City,Bangalore,1550.0,3,3,2,Semi-Furnished,27.0,42000.0
Hinjewadi,Pune,422.0,1,1,0,Semi-Furnished,59.0,25000.0
Kotewada,Nagpur,1140.0,2,2,0,Furnished,13.0,15000.0
Marathahalli,Bangalore,1045.0,2,2,2,Semi-Furnished,36.0,38000.0
Ramesh Nagar,New Delhi,700.0,2,2,0,Unfurnished,31.0,22000.0
Sector 2 HSR Layout,Bangalore,1200.0,3,3,2,Semi-Furnished,63.0,75000.0
Old Madras Road,Bangalore,550.0,1,1,0,Unfurnished,27.0,15000.0
Punawale,Pune,700.0,2,2,2,Unfurnished,33.0,23000.0
Keshav Nagar,Pune,700.0,2,1,0,Semi-Furnished,19.0,13000.0
Wakad,Pune,1133.0,3,3,2,Semi-Furnished,35.0,40000.0
Lakshminarayana Pura,Bangalore,300.0,1,1,0,Furnished,60.0,18000.0
Amrit Nagar,New Delhi,800.0,2,2,0,Semi-Furnished,28.0,22000.0
Sion,Mumbai,400.0,1,1,0,Semi-Furnished,100.0,40000.0
Margondanahalli,Bangalore,570.0,2,2,0,Semi-Furnished,15.0,8500.0
Hari Nagar,New Delhi,500.0,1,1,0,Semi-Furnished,20.0,10000.0
Uttarahalli Main Road,Bangalore,835.0,2,2,2,Semi-Furnished,26.0,22000.0
Lok Vihar,New Delhi,720.0,2,2,0,Furnished,69.0,50000.0
Siddharth Nagar Goregaon West,Mumbai,1250.0,3,3,2,Furnished,76.0,95000.0
Wagholi,Pune,700.0,2,2,0,Semi-Furnished,29.0,20000.0
Marunji Road,Pune,900.0,2,1,0,Unfurnished,19.0,17000.0
Chinnapanna Halli,Bangalore,250.0,1,1,0,Semi-Furnished,44.0,11000.0
Santacruz West,Mumbai,335.0,1,1,0,Unfurnished,119.0,40000.0
Tagore Garden Extension,New Delhi,900.0,2,2,0,Furnished,33.0,30000.0
Manjri BK,Pune,550.0,1,1,0,Semi-Furnished,12.0,6500.0
Jayprakash Nagar,Mumbai,709.0,2,2,0,Unfurnished,106.0,75000.0
Dhanori,Pune,1104.0,2,2,2,Semi-Furnished,22.0,24000.0
Hennur Bagalur Main Road,Bangalore,1200.0,3,3,2,Semi-Furnished,42.0,50000.0
Kaveri Nagar,Bangalore,1089.0,2,2,2,Unfurnished,22.0,24000.0
Pisoli,Pune,1200.0,2,2,0,Semi-Furnished,14.0,17000.0
Yojna Vihar,New Delhi,1620.0,3,3,0,Unfurnished,31.0,50000.0
Bannerghatta Road,Bangalore,1150.0,2,2,2,Semi-Furnished,22.0,25000.0
Halasuru,Bangalore,1250.0,1,2,0,Furnished,80.0,100000.0
Andheri West,Mumbai,600.0,2,2,0,Unfurnished,100.0,60000.0
Royal Shelters,Bangalore,6000.0,5,4,0,Furnished,25.0,150000.0
Mandvi,Mumbai,550.0,3,2,0,Unfurnished,45.0,25000.0
Iblur Village,Bangalore,1000.0,2,2,2,Semi-Furnished,43.0,43000.0
Khar West,Mumbai,3000.0,5,5,0,Semi-Furnished,298.0,900000.0
OMBR Layout,Bangalore,1690.0,3,3,0,Semi-Furnished,28.0,48000.0
Goregaon East,Mumbai,2100.0,5,5,0,Furnished,38.0,80000.0
Pimple Nilakh,Pune,6000.0,5,5,5,Furnished,46.0,280000.0
Aundh,Pune,972.0,2,2,3,Furnished,36.0,35000.0
Electronic City,Bangalore,910.0,2,2,0,Semi-Furnished,33.0,30000.0
Gattahalli,Bangalore,1235.0,3,2,0,Furnished,26.0,32000.0
Keshav Nagar,Pune,730.0,2,2,2,Unfurnished,38.0,28000.0
Pochanpur Colony,New Delhi,922.0,2,2,2,Furnished,17.0,15500.0
HSR Layout,Bangalore,2000.0,4,3,0,Semi-Furnished,38.0,75000.0
Janakpuri,New Delhi,325.0,1,1,0,Unfurnished,31.0,10000.0
Kondhwa,Pune,1700.0,2,3,3,Semi-Furnished,16.0,28000.0
Kalwad Wasti,Pune,1300.0,2,1,0,Unfurnished,9.0,12000.0
Jaitala,Nagpur,740.0,2,2,3,Unfurnished,22.0,16000.0
Versova,Mumbai,700.0,2,2,0,Semi-Furnished,94.0,66000.0
Palam Extension,New Delhi,400.0,2,1,0,Unfurnished,19.0,7500.0
Kannuru,Bangalore,860.0,3,3,2,Semi-Furnished,41.0,35000.0
Talegaon Dabhade,Pune,400.0,1,1,0,Unfurnished,30.0,12000.0
LBS Nagar,Bangalore,2200.0,4,4,0,Semi-Furnished,20.0,45000.0
Clover Park,Pune,1275.0,3,3,0,Furnished,43.0,55000.0
Nimbalkar Nagar Lohegaon,Pune,700.0,1,1,0,Unfurnished,11.0,8000.0
Harlur,Bangalore,700.0,1,1,0,Semi-Furnished,16.0,11000.0
Immadihalli,Bangalore,650.0,1,1,0,Semi-Furnished,20.0,13000.0
Talegaon Chakan Road,Pune,1139.0,3,2,0,Unfurnished,13.0,15000.0
Banashankari,Bangalore,1200.0,2,2,0,Semi-Furnished,29.0,35000.0
Block T West Patel Nagar,New Delhi,400.0,2,1,0,Furnished,55.0,22000.0
Azad Nagar Andheri East,Mumbai,980.0,3,3,0,Unfurnished,92.0,90000.0
Phadke Haud,Pune,750.0,1,1,0,Furnished,33.0,25000.0
New Sangvi,Pune,540.0,1,1,0,Unfurnished,15.0,8000.0
Matunga West,Mumbai,675.0,2,3,4,Unfurnished,141.0,95000.0
Powai,Mumbai,1400.0,3,3,0,Semi-Furnished,129.0,180000.0
Vile Parle West,Mumbai,600.0,2,2,0,Semi-Furnished,92.0,55000.0
Om Nagar,Nagpur,1250.0,1,2,2,Semi-Furnished,10.0,12000.0
Thanisandra,Bangalore,852.0,2,2,0,Unfurnished,39.0,33000.0
Rahatni,Pune,750.0,2,1,2,Furnished,27.0,20500.0
Lohegaon,Pune,800.0,2,2,2,Semi-Furnished,28.0,22000.0
Sector 28 Dwarka,New Delhi,540.0,1,1,0,Semi-Furnished,28.0,15000.0
Kanjurmarg West,Mumbai,350.0,1,1,0,Unfurnished,43.0,15000.0
Wagholi,Pune,1160.0,3,3,2,Unfurnished,24.0,28000.0
Rohini,New Delhi,750.0,2,2,0,Furnished,40.0,30000.0
Najafgarh,New Delhi,675.0,2,2,0,Unfurnished,13.0,8500.0
NR Colony,Bangalore,1700.0,3,2,0,Semi-Furnished,18.0,30000.0
Worli Naka,Mumbai,1860.0,3,3,3,Semi-Furnished,161.0,300000.0
Mahalaxmi Nagar,Nagpur,950.0,1,1,3,Semi-Furnished,9.0,9000.0
Khar West,Mumbai,1050.0,3,3,0,Semi-Furnished,167.0,180000.0
Kadugodi,Bangalore,800.0,2,2,0,Semi-Furnished,28.0,22000.0
Kodihalli,Bangalore,350.0,1,1,0,Unfurnished,46.0,16000.0
Kurla,Mumbai,650.0,2,1,0,Unfurnished,77.0,50000.0
Bhandup West,Mumbai,650.0,2,2,0,Unfurnished,62.0,40000.0
Hadapsar,Pune,767.0,2,2,2,Semi-Furnished,35.0,27000.0
Sinhgad Road,Pune,1300.0,3,3,2,Unfurnished,19.0,25000.0
Alandi,Pune,576.0,1,1,2,Unfurnished,13.0,7500.0
Wadgaon Sheri,Pune,650.0,1,1,0,Semi-Furnished,28.0,18500.0
Tilak Nagar,New Delhi,900.0,2,1,0,Semi-Furnished,21.0,19000.0
Parel,Mumbai,1750.0,3,3,0,Furnished,100.0,180000.0
Santacruz West,Mumbai,1150.0,3,3,3,Semi-Furnished,130.0,150000.0
Kamptee Road,Nagpur,889.0,2,2,0,Unfurnished,11.0,10000.0
Kharadi,Pune,900.0,2,2,2,Semi-Furnished,31.0,28000.0
Kondivita Village Andheri East,Mumbai,219.0,1,1,0,Unfurnished,82.0,18000.0
Patel Nagar West,New Delhi,330.0,1,1,0,Furnished,36.0,12000.0
NIBM Road,Pune,1200.0,2,2,2,Semi-Furnished,23.0,28000.0
Kanjurmarg East,Mumbai,683.0,2,2,0,Furnished,110.0,75000.0
Kalubai Nagar,Pune,750.0,2,2,0,Unfurnished,13.0,10000.0
Kharadi,Pune,1420.0,3,3,0,Furnished,32.0,45000.0
Ghatkopar East,Mumbai,460.0,1,1,3,Furnished,89.0,41000.0
Hennur,Bangalore,1575.0,2,2,3,Semi-Furnished,24.0,38000.0
Janakpuri,New Delhi,800.0,1,1,0,Unfurnished,19.0,15000.0
Kadubeesanahalli,Bangalore,1000.0,2,2,0,Semi-Furnished,23.0,23000.0
Mahalakshmi,Mumbai,2000.0,3,3,3,Unfurnished,168.0,340000.0
Mulund West,Mumbai,300.0,1,2,0,Furnished,77.0,23000.0
Ramamurthy Nagar,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
Dwarka Mor,New Delhi,900.0,2,1,0,Semi-Furnished,13.0,12000.0
Bhagwati Garden Extension,New Delhi,445.0,2,1,0,Semi-Furnished,22.0,10000.0
Jamtha,Nagpur,800.0,2,2,2,Unfurnished,15.0,12000.0
Hadapsar,Pune,1023.0,2,2,2,Unfurnished,33.0,34000.0
Sanjay Park,Pune,600.0,1,1,0,Unfurnished,23.0,14000.0
JP Nagar,Bangalore,1400.0,3,3,2,Semi-Furnished,39.0,55000.0
Syndicate Bank Colony,Bangalore,1900.0,3,3,2,Semi-Furnished,26.0,50000.0
Dasarahalli Main Road,Bangalore,1094.0,3,3,3,Semi-Furnished,42.0,46000.0
Jasola Vihar,New Delhi,3000.0,4,4,3,Unfurnished,25.0,75000.0
Bagaluru,Bangalore,655.0,2,2,2,Unfurnished,38.0,25000.0
Rajendra Nagar,Mumbai,1006.0,3,2,0,Unfurnished,84.0,85000.0
Virar,Mumbai,600.0,1,1,0,Unfurnished,13.0,8000.0
Civil Lines,Nagpur,1600.0,3,3,3,Unfurnished,14.0,22500.0
Electronics City Phase 1,Bangalore,1600.0,3,2,0,Furnished,25.0,40000.0
Sarjapur Road,Bangalore,600.0,1,1,0,Semi-Furnished,33.0,20000.0
Rameshwari,Nagpur,600.0,1,1,0,Unfurnished,13.0,8000.0
Kalkaji,New Delhi,1300.0,3,2,2,Unfurnished,46.0,60000.0
Kalyani Nagar,Pune,2200.0,4,5,2,Furnished,82.0,180000.0
Phursungi,Pune,850.0,2,2,0,Furnished,34.0,28500.0
Dooravani Nagar,Bangalore,900.0,2,2,0,Unfurnished,17.0,15000.0
Jasola,New Delhi,2100.0,3,4,3,Semi-Furnished,29.0,60000.0
Tavarekere,Bangalore,400.0,1,1,0,Unfurnished,30.0,12000.0
MS Palya,Bangalore,800.0,2,1,0,Semi-Furnished,16.0,12500.0
Rameshwari,Nagpur,1500.0,2,2,0,Semi-Furnished,7.0,11000.0
Suyog Nagar,Nagpur,1000.0,2,2,0,Semi-Furnished,15.0,15000.0
Swargate,Pune,400.0,2,2,0,Semi-Furnished,13.0,5000.0
Whitefield,Bangalore,1697.0,3,3,3,Semi-Furnished,37.0,62000.0
Goregaon East,Mumbai,1255.0,3,3,0,Furnished,120.0,150000.0
Shirwal,Pune,1169.0,3,3,0,Furnished,21.0,25000.0
Andheri West,Mumbai,1341.0,3,3,4,Semi-Furnished,94.0,130000.0
Bandra West,Mumbai,180.0,1,1,0,Unfurnished,67.0,12000.0
Kharadi,Pune,750.0,1,2,0,Semi-Furnished,20.0,15000.0
Pimple Nilakh,Pune,3860.0,5,6,3,Semi-Furnished,45.0,180000.0
Borivali West,Mumbai,1100.0,3,3,0,Semi-Furnished,68.0,75000.0
Marathahalli,Bangalore,960.0,2,2,2,Semi-Furnished,36.0,35000.0
Old Rajendra Nagar,New Delhi,500.0,3,2,0,Furnished,80.0,40000.0
Whitefield,Bangalore,1570.0,3,2,0,Semi-Furnished,29.0,45000.0
Wardha Road,Nagpur,1020.0,2,2,0,Semi-Furnished,12.0,12000.0
Borivali,Mumbai,680.0,2,2,0,Furnished,81.0,55000.0
Pimpri Chinchwad,Pune,1200.0,2,2,2,Furnished,20.0,24000.0
Hadapsar,Pune,560.0,1,1,0,Unfurnished,17.0,9500.0
Masjid Bandar West,Mumbai,370.0,1,1,0,Semi-Furnished,108.0,40000.0
Santacruz East,Mumbai,350.0,1,1,0,Unfurnished,51.0,18000.0
Keshav Puram,New Delhi,900.0,2,2,2,Semi-Furnished,28.0,25000.0
Yemalur,Bangalore,406.0,1,1,0,Semi-Furnished,103.0,42000.0
Maruthi Nagar Yelahanka,Bangalore,4350.0,4,4,0,Semi-Furnished,55.0,240000.0
Balkrishna Sakharam Dhole Patil Road,Pune,590.0,1,1,2,Unfurnished,37.0,22000.0
Mira Road,Mumbai,660.0,1,2,0,Semi-Furnished,30.0,20000.0
Daya Basti,New Delhi,500.0,1,1,0,Unfurnished,20.0,10000.0
Sector 3 Rohini,New Delhi,350.0,1,1,0,Furnished,40.0,14000.0
Andheri East,Mumbai,758.0,2,2,0,Semi-Furnished,103.0,78000.0
Undri,Pune,774.0,2,2,0,Unfurnished,19.0,15000.0
Bhagwan Tatyasaheb Kawade Road,Pune,1100.0,2,2,2,Unfurnished,27.0,30000.0
Virar East,Mumbai,625.0,1,1,2,Semi-Furnished,24.0,15000.0
Kandivali West,Mumbai,650.0,2,2,0,Unfurnished,58.0,38000.0
Baner,Pune,4000.0,4,5,2,Furnished,75.0,300000.0
Baner Road,Pune,750.0,2,2,0,Semi-Furnished,53.0,40000.0
Ambazari,Nagpur,1000.0,2,2,2,Furnished,27.0,27000.0
Jankalyan Nagar,Mumbai,447.0,1,2,0,Unfurnished,74.0,33000.0
Defence Colony,New Delhi,2600.0,3,3,2,Furnished,73.0,190000.0
Keshav Nagar,Pune,770.0,2,2,2,Semi-Furnished,35.0,27000.0
Hinjewadi,Pune,950.0,3,2,2,Semi-Furnished,27.0,25999.0
RBI Layout,Bangalore,1150.0,2,2,0,Unfurnished,17.0,20000.0
Whitefield,Bangalore,1750.0,3,3,2,Furnished,26.0,45000.0
ISRO Layout,Bangalore,1200.0,2,2,0,Semi-Furnished,21.0,25000.0
Devarachikkana Halli,Bangalore,450.0,1,1,0,Semi-Furnished,15.0,6800.0
Sant Nagar,Pune,700.0,1,1,0,Furnished,30.0,21000.0
Pimple Gurav,Pune,1100.0,3,2,2,Semi-Furnished,25.0,28000.0
Binny Pete,Bangalore,975.0,2,2,2,Furnished,51.0,50000.0
Dwarka,New Delhi,1300.0,3,2,0,Semi-Furnished,38.0,50000.0
Anand Nagar Chinchwad,Pune,920.0,2,2,2,Furnished,49.0,45000.0
Najafgarh,New Delhi,900.0,2,2,0,Unfurnished,9.0,8000.0
Dadar East,Mumbai,180.0,1,1,0,Unfurnished,78.0,14000.0
Anand Park,Pune,425.0,1,1,0,Unfurnished,28.0,12000.0
Wagholi,Pune,1400.0,2,2,2,Unfurnished,19.0,27000.0
Shalimar bagh,New Delhi,1550.0,3,3,2,Semi-Furnished,24.0,37500.0
Koregaon Park,Pune,1650.0,3,3,2,Furnished,42.0,70000.0
Uttam Nagar East,New Delhi,650.0,2,1,0,Furnished,23.0,15000.0
Ghatkopar East,Mumbai,750.0,3,2,0,Furnished,107.0,80000.0
Ramanjaneyanagar,Bangalore,1130.0,2,2,0,Semi-Furnished,18.0,20000.0
Old Rajendra Nagar,New Delhi,810.0,3,3,0,Semi-Furnished,56.0,45000.0
Arekere,Bangalore,400.0,1,1,0,Semi-Furnished,28.0,11000.0
Sahakara Nagar,Bangalore,900.0,2,2,0,Semi-Furnished,27.0,24000.0
Mahim,Mumbai,550.0,1,1,0,Unfurnished,98.0,54000.0
Uttam Nagar,New Delhi,1000.0,1,1,0,Unfurnished,13.0,12500.0
Whitefield,Bangalore,6500.0,5,5,3,Semi-Furnished,69.0,450000.0
BDA Lay Out Chandra Layout,Bangalore,750.0,2,2,0,Semi-Furnished,20.0,15000.0
Sector 8 Dwarka,New Delhi,1000.0,2,2,0,Semi-Furnished,20.0,20000.0
Vikaspuri,New Delhi,1500.0,2,1,0,Unfurnished,17.0,25000.0
Mehrauli,New Delhi,1000.0,3,2,0,Unfurnished,21.0,21000.0
Whitefield,Bangalore,4934.0,4,4,3,Semi-Furnished,39.0,190000.0
LBS Nagar,Bangalore,900.0,2,2,2,Unfurnished,28.0,25000.0
Doddanagamangala,Bangalore,700.0,2,1,0,Semi-Furnished,21.0,15000.0
Versova,Mumbai,2000.0,4,4,5,Semi-Furnished,350.0,700000.0
Huskur,Bangalore,1100.0,2,2,0,Semi-Furnished,23.0,25000.0
Paschim Vihar,New Delhi,1800.0,3,3,2,Unfurnished,31.0,55000.0
Sarjapur,Bangalore,1750.0,3,3,2,Furnished,22.0,38000.0
Bannerghatta,Bangalore,900.0,2,2,0,Semi-Furnished,20.0,18000.0
Hinjewadi,Pune,400.0,1,1,3,Unfurnished,50.0,20000.0
Thanisandra,Bangalore,2950.0,3,3,2,Semi-Furnished,86.0,260000.0
Gangadham,Pune,850.0,2,2,0,Semi-Furnished,21.0,18000.0
Saket,New Delhi,300.0,1,1,0,Unfurnished,53.0,16000.0
Mahim,Mumbai,500.0,1,1,0,Furnished,100.0,50000.0
Andheri East,Mumbai,1010.0,3,0,0,Unfurnished,74.0,75000.0
Kamla Nagar,New Delhi,900.0,3,2,0,Semi-Furnished,31.0,28000.0
Shalimar bagh,New Delhi,400.0,1,1,0,Unfurnished,33.0,13000.0
Thanisandra,Bangalore,2100.0,3,3,5,Unfurnished,36.0,75000.0
Pimple Saudagar,Pune,1200.0,3,3,2,Semi-Furnished,33.0,40000.0
Thite Nagar,Pune,350.0,1,1,0,Furnished,86.0,30000.0
Dahisar East,Mumbai,620.0,1,1,0,Unfurnished,24.0,15000.0
Horamavu,Bangalore,4000.0,4,4,3,Semi-Furnished,31.0,130000.0
Lado Sarai,New Delhi,500.0,1,1,0,Semi-Furnished,14.0,7000.0
Seegehalli,Bangalore,200.0,3,2,2,Furnished,210.0,42000.0
Jasola Vihar,New Delhi,610.0,1,1,2,Semi-Furnished,25.0,15000.0
NIBM Annexe,Pune,900.0,3,2,3,Unfurnished,30.0,26750.0
Hebbal,Bangalore,1900.0,3,4,2,Unfurnished,42.0,80000.0
Naigaon East,Mumbai,850.0,2,2,0,Unfurnished,20.0,17000.0
Mohan Garden,New Delhi,540.0,2,1,0,Unfurnished,18.0,9500.0
Kasavanahalli,Bangalore,1000.0,3,3,0,Semi-Furnished,40.0,40000.0
Bandra East,Mumbai,1700.0,3,4,0,Furnished,191.0,330000.0
Marol,Mumbai,703.0,2,2,0,Semi-Furnished,100.0,69999.0
Bhandup Village Road,Mumbai,600.0,2,2,0,Unfurnished,63.0,38000.0
Wagholi,Pune,780.0,2,2,0,Semi-Furnished,26.0,20000.0
Dahisar East,Mumbai,400.0,1,1,0,Unfurnished,38.0,15000.0
Vyalikaval,Bangalore,330.0,1,1,0,Unfurnished,36.0,12000.0
Wagholi,Pune,300.0,1,1,0,Unfurnished,12.0,3500.0
Dattapada,Mumbai,1250.0,3,3,0,Semi-Furnished,76.0,95000.0
Bangur Nagar,Mumbai,610.0,2,2,0,Semi-Furnished,79.0,48000.0
Aundh,Pune,1000.0,3,2,0,Unfurnished,26.0,26000.0
Pamposh Enclave,New Delhi,2800.0,2,2,0,Unfurnished,21.0,60000.0
Sangvi,Pune,650.0,1,1,0,Unfurnished,22.0,14000.0
Chembur,Mumbai,650.0,2,2,0,Unfurnished,62.0,40000.0
Ghorpadi Road,Pune,760.0,2,2,2,Furnished,46.0,35000.0
Sarjapur Road,Bangalore,3430.0,4,3,2,Semi-Furnished,22.0,75000.0
Paschim Vihar,New Delhi,45.0,2,1,0,Furnished,222.0,10000.0
Janakpuri,New Delhi,600.0,1,1,0,Furnished,37.0,22000.0
Andheri West,Mumbai,665.0,2,2,0,Semi-Furnished,108.0,72000.0
Hadapsar,Pune,345.0,1,1,0,Unfurnished,29.0,10000.0
Moti Nagar,New Delhi,367.0,1,1,0,Furnished,63.0,23000.0
Baner,Pune,950.0,2,2,2,Unfurnished,40.0,38000.0
Sector 5 Rohini,New Delhi,450.0,1,1,0,Furnished,31.0,14000.0
Bund Garden,Pune,4300.0,4,5,2,Furnished,80.0,350000.0
KR Puram,Bangalore,1000.0,2,1,0,Semi-Furnished,15.0,15000.0
Kharadi,Pune,2200.0,3,3,3,Unfurnished,43.0,95000.0
Vijayanagar,Bangalore,2250.0,4,3,0,Unfurnished,13.0,30000.0
Hinjewadi Phase 1,Pune,1900.0,4,4,3,Furnished,29.0,55000.0
Saket,New Delhi,420.0,1,1,0,Semi-Furnished,36.0,15000.0
Defence Colony,New Delhi,2200.0,3,4,3,Furnished,127.0,280000.0
Swavlambi Nagar,Nagpur,1800.0,3,3,4,Furnished,33.0,59999.0
Balewadi,Pune,750.0,2,2,0,Unfurnished,48.0,36000.0
Aundh,Pune,500.0,1,1,0,Unfurnished,36.0,18000.0
